,symbol,name,currency,summary,category_group,category,family,exchange,market
30340,UMI-B.TO,CI WisdomTree U.S. MidCap Dividend Index ETF NonHedged,CAD,"""The ETF seeks to track, to the extent possible, the price and
yield performance of the WisdomTree U.S. MidCap Dividend
Index CAD, before fees and expenses.""",,,CI Investments,TOR,ca_market
30341,UMI.TO,CI WisdomTree U.S. MidCap Dividend Index ETF,CAD,"""The ETF seeks to track, to the extent possible, the price and
yield performance of the WisdomTree U.S. MidCap Dividend
Index CAD, before fees and expenses.""",,,CI Investments,TOR,ca_market
30717,USB-U.TO,Invesco LadderRite U.S. 0-5 Year Corporate Bond Index ETF USD,USD,"USB seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the NASDAQ LadderRite 0-5 Year USD Corporate Bond Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in U.S.-dollar-denominated investment-grade corporate bonds.",,,Invesco Investment Management,TOR,ca_market
30718,USB.TO,Invesco LadderRite U.S. 0-5 Year Corporate Bond Index ETF CAD,CAD,"USB seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the NASDAQ LadderRite 0-5 Year USD Corporate Bond Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in U.S.-dollar-denominated investment-grade corporate bonds.",,,Invesco Investment Management,TOR,ca_market
30874,UXM-B.TO,CI First Asset Morningstar US Dividend Target 50 Index ETF (Unhedged) Common,CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® US Target Dividend Indexâ¢, net of expenses. The ETF invests in equity securities of the largest and most liquid U.S. public issuers based on proprietary research generated by Morningstar, and is designed to provide diversified exposure to U.S. dividend paying companies.",,,CI Investments,TOR,ca_market
30875,UXM.TO,CI First Asset Morningstar US Dividend Target 50 Index ETF (CAD Hedged) Common,CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® US Target Dividend Indexâ¢, net of expenses. The ETF invests in equity securities of the largest and most liquid U.S. public issuers based on proprietary research generated by Morningstar, and is designed to provide diversified exposure to U.S. dividend paying companies.",,,CI Investments,TOR,ca_market
30975,VA.TO,Vanguard FTSE Developed Asia Pacific All Cap Index ETF,CAD,"Vanguard FTSE Developed Asia Pacific All Cap Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Asia Pacific equity index that focuses on developed Asia Pacific markets. Currently, this Vanguard ETF seeks to track the FTSE Developed Asia Pacific All Cap Index (or any successor thereto). It invests directly or indirectly primarily in large-, mid- and small-capitalization stocks of companies located in developed Asia Pacific markets.",,,Vanguard Asset Management,TOR,ca_market
30983,VAB.TO,Vanguard Canadian Aggregate Bond Index ETF,CAD,"Vanguard Canadian Aggregate Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian bond index. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31023,VALT.TO,CI Gold Bullion Fund Hedged,CAD,"The Fund is designed for investors who want a cost-effective and convenient way to invest in gold. The Fund seeks to buy and hold substantially all of its assets in gold bullion. As such, its performance should reflect the performance of the price of gold, less the Fundâs expenses.",,,CI Investments,TOR,ca_market
31044,VBAL.TO,Vanguard Balanced ETF Portfolio,CAD,The Vanguard Balanced ETF Portfolio seeks to provide long-term capital growth with a moderate level of income by investing in equity and fixed income securities.,,,Vanguard Asset Management,TOR,ca_market
31045,VBG.TO,Vanguard Global ex-U.S. Aggregate Bond Index ETF (CAD-hedged),CAD,"Vanguard Global ex-U.S. Aggregate Bond Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global bond index, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate ex- USD Float Adjusted RIC Capped Index (CAD Hedged) (or any successor thereto). It invests directly or indirectly primarily in a wide spectrum of the global investmentgrade, fixed rate, fixed income markets outside the U.S. and uses derivative instruments to seek to hedge the foreign currency exposure of the securities included in the Bloomberg Barclays Global Aggregate ex-USD Float Adjusted RIC Capped Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31052,VBU.TO,Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged),CAD,"Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. bond index, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays U.S. Aggregate Float Adjusted Bond Index (CAD Hedged) (or any successor thereto). It invests directly or indirectly primarily in public, investment-grade, taxable, fixed income securities in the U.S. and uses derivative instruments to seek to hedge the U.S. dollar exposure of the securities included in the Bloomberg Barclays U.S. Aggregate Float Adjusted Bond Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31054,VCB.TO,Vanguard Canadian Corporate Bond Index ETF,CAD,"Vanguard Canadian Corporate Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian credit bond index. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Credit Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade non-government fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31055,VCE.TO,Vanguard FTSE Canada Index ETF,CAD,"Vanguard FTSE Canada Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian equity index that measures the investment return of publicly traded securities in the Canadian market. Currently, this Vanguard ETF seeks to track the FTSE Canada Index (or any successor thereto). It invests primarily in the largest Canadian stocks.",,,Vanguard Asset Management,TOR,ca_market
31059,VCIP.TO,Vanguard Conservative Income ETF Portfolio,CAD,The Vanguard Conservative Income ETF Portfolio seeks to provide a combination of income and some long-term capital growth by investing in equity and fixed income securities.,,,Vanguard Asset Management,TOR,ca_market
31064,VCN.TO,Vanguard FTSE Canada All Cap Index ETF,CAD,"Vanguard FTSE Canada All Cap Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian equity index that measures the investment return of large-, mid- and small-capitalization, publicly traded securities in the Canadian market. Currently, this Vanguard ETF seeks to track the FTSE Canada All Cap Index (or any successor thereto). It invests primarily in large-, mid- and smallcapitalization Canadian stocks.",,,Vanguard Asset Management,TOR,ca_market
31065,VCNS.TO,Vanguard Conservative ETF Portfolio,CAD,The Vanguard Conservative ETF Portfolio seeks to provide a combination of income and moderate long-term capital growth by investing in equity and fixed income securities.,,,Vanguard Asset Management,TOR,ca_market
31119,VDU.TO,Vanguard FTSE Developed All Cap ex U.S. Index ETF,CAD,"Vanguard FTSE Developed All Cap ex U.S. Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global equity index that focuses on providing coverage of developed markets, excluding the U.S. Currently, this Vanguard ETF seeks to track the FTSE Developed All Cap ex US Index (or any successor thereto). It invests directly or indirectly primarily in large-, midand small-capitalization stocks of companies located in developed markets, excluding the U.S.",,,Vanguard Asset Management,TOR,ca_market
31121,VDY.TO,Vanguard FTSE Canadian High Dividend Yield Index ETF,CAD,"The ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian equity index that measures the investment return of common stocks of Canadian companies that are characterized by high dividend yield. Currently, this ETF seeks to track the FTSE Canada High Dividend Yield Index (or any successor thereto). It invests primarily in common stocks of Canadian companies that pay dividends.",,,Vanguard Asset Management,TOR,ca_market
31122,VE.TO,Vanguard FTSE Developed Europe All Cap Index ETF,CAD,"Vanguard FTSE Developed Europe All Cap Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad European equity index that focuses on developed European markets. Currently, this Vanguard ETF seeks to track the FTSE Developed Europe All Cap Index (or any successor thereto). It invests directly or indirectly primarily in large-, mid- and small-capitalization stocks of companies located in developed European markets.",,,Vanguard Asset Management,TOR,ca_market
31169,VEE.TO,Vanguard FTSE Emerging Markets All Cap Index ETF,CAD,"Vanguard FTSE Emerging Markets All Cap Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad emerging markets index. Currently, this Vanguard ETF seeks to track the FTSE Emerging Markets All Cap China A Inclusion Index (or any successor thereto). It invests directly or indirectly primarily in stocks of companies located in emerging markets.",,,Vanguard Asset Management,TOR,ca_market
31170,VEF.TO,Vanguard FTSE Developed All Cap ex U.S. Index ETF (CAD-hedged),CAD,"Vanguard FTSE Developed All Cap ex U.S. Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global equity index that focuses on providing coverage of developed markets, excluding the U.S., which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the FTSE Developed All Cap ex US Hedged to CAD Index (or any successor thereto). It invests directly or indirectly primarily in large-, midand small-capitalization stocks of companies located in developed markets, excluding the U.S., and uses derivative instruments to seek to hedge the foreign currency exposure of the securities included in the FTSE Developed All Cap ex US Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31221,VEQT.TO,Vanguard All-Equity ETF Portfolio,CAD,The Vanguard All-Equity ETF Portfolio seeks to provide long-term capital growth by investing primarily in equity securities.,,,Vanguard Asset Management,TOR,ca_market
31285,VFV.TO,Vanguard S&amp;P 500 Index ETF,CAD,"The ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. equity index that measures the investment return of large-capitalization U.S. stocks. Currently, this ETF seeks to track the S&P 500 Index (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies.",,,Vanguard Asset Management,TOR,ca_market
31287,VGAB.TO,Vanguard Global Aggregate Bond Index ETF (CAD-hedged),CAD,"The Vanguard ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global bond index, which Index is hedged to the Canadian dollar. Currently, the Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Float Adjusted Composite Index (CAD-Hedged) (or any successor thereto). It invests directly or indirectly primarily in a wide spectrum of the global investment grade, fixed rate, fixed income markets and uses derivative instruments to seek to hedge the foreign currency exposure of the securities included in the Bloomberg Barclays Global Aggregate Float Adjusted Composite Index (CAD-Hedged) to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31328,VGG.TO,Vanguard U.S. Dividend Appreciation Index ETF,CAD,"Vanguard U.S. Dividend Appreciation Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a U.S. equity index that measures the investment return of common stocks of U.S. companies that have a record of increasing dividends over time. Currently, this Vanguard ETF seeks to track the NASDAQ US Dividend Achievers Select Index (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies.",,,Vanguard Asset Management,TOR,ca_market
31329,VGH.TO,Vanguard U.S. Dividend Appreciation Index ETF (CAD-hedged),CAD,"Vanguard U.S. Dividend Appreciation Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a U.S. equity index that measures the investment return of common stocks of U.S. companies that have a record of increasing dividends over time, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the NASDAQ US Dividend Achievers Select Index (CADhedged) (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies and uses derivative instruments to seek to hedge the U.S. dollar exposure of the securities included in the NASDAQ US Dividend Achievers Select Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31341,VGRO.TO,Vanguard Growth ETF Portfolio,CAD,The Vanguard Growth ETF Portfolio seeks to provide long-term capital growth by investing in equity and fixed income securities.,,,Vanguard Asset Management,TOR,ca_market
31356,VGV.TO,Vanguard Canadian Government Bond Index ETF,CAD,"Vanguard Canadian Government Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian government bond index. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Government Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade government fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31408,VI.TO,Vanguard FTSE Developed All Cap ex Nrth Amer Idx ETF (CAD-Hdd),CAD,"Vanguard FTSE Developed All Cap ex North America Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global equity index that focuses on providing coverage of developed markets, excluding the U.S. and Canada, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the FTSE Developed All Cap ex North America Hedged to CAD Index (or any successor thereto). It invests directly or indirectly primarily in large-, mid- and smallcapitalization stocks of companies located in developed markets, excluding the U.S. and Canada, and uses derivative instruments to seek to hedge the foreign currency exposure of the securities included in the FTSE Developed All Cap ex North America Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31411,VIDY.TO,Vanguard FTSE Developed ex North America High Dividend Yield Index ETF,CAD,"Vanguard FTSE Developed ex North America High Dividend Yield Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad international equity index that measures the investment return of common stocks of companies that are characterized by high dividend yield, with a focus on companies located in developed markets, excluding Canada and the U.S. Currently, this Vanguard ETF seeks to track the FTSE Developed ex North America High Dividend Yield Index (or any successor thereto). It invests primarily in common stocks of international companies that are characterized by high dividend yield.",,,Vanguard Asset Management,TOR,ca_market
31432,VIU.TO,Vanguard FTSE Developed All Cap ex North Amer Idx ETF,CAD,"Vanguard FTSE Developed All Cap ex North America Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad global equity index that focuses on providing coverage of developed markets, excluding the U.S. and Canada. Currently, this Vanguard ETF seeks to track the FTSE Developed All Cap ex North America Index (or any successor thereto). It invests directly or indirectly primarily in large-, mid- and small-capitalization stocks of companies located in developed markets, excluding the U.S. and Canada.",,,Vanguard Asset Management,TOR,ca_market
31480,VLB.TO,Vanguard Canadian Long-Term Bond Index ETF,CAD,"Vanguard Canadian Long-Term Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian bond index with a long-term dollar weighted average maturity. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian 10+ Year Float Adjusted Bond Index (or any successor
thereto). It invests primarily in public, investment-grade fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31521,VMO.TO,Vanguard Global Momentum Factor ETF CAD,CAD,The Vanguard Global Momentum Factor ETF seeks to provide long-term capital appreciation by aiming to capture potential excess return by investing in equity securities from developed markets across the world which have achieved strong recent performance.,,,Vanguard Asset Management,TOR,ca_market
31604,VRE.TO,Vanguard FTSE Canadian Capped REIT Index ETF,CAD,"Vanguard FTSE Canadian Capped REIT Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian real estate equity index that measures the investment return of publicly traded securities in the Canadian real estate sector. Currently, this Vanguard ETF seeks to track the FTSE Canada All Cap Real Estate Capped 25% Index (or any successor thereto). It invests primarily in stocks of companies in the Canadian real estate sector.",,,Vanguard Asset Management,TOR,ca_market
31606,VRIF.TO,Vanguard Retirement Income ETF Portfolio,CAD,The Vanguard Retirement Income ETF Portfolio seeks to provide a combination of consistent income with the possibility of some capital appreciation by investing in equity and fixed income securities.,,,Vanguard Asset Management,TOR,ca_market
31612,VSB.TO,Vanguard Canadian Short-Term Bond Index ETF,CAD,"Vanguard Canadian Short-Term Bond Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian bond index with a short-term dollar weighted average maturity. Currently, this Vanguard ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Government/Credit 1-5 Year Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31613,VSC.TO,Vanguard Canadian Short-Term Corporate Bond Index ETF,CAD,"The ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian credit bond index with a short-term dollar weighted average maturity. Currently, this ETF seeks to track the Bloomberg Barclays Global Aggregate Canadian Credit 1-5 Year Float Adjusted Bond Index (or any successor thereto). It invests primarily in public, investment-grade non-government fixed income securities issued in Canada.",,,Vanguard Asset Management,TOR,ca_market
31623,VSP.TO,Vanguard S&amp;P 500 Index ETF (CAD-hedged),CAD,"The ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. equity index that measures the investment return of large-capitalization U.S. stocks. Currently, this ETF seeks to track the S&P 500 Index (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies.",,,Vanguard Asset Management,TOR,ca_market
31687,VUN.TO,Vanguard U.S. Total Market Index ETF,CAD,"Vanguard U.S. Total Market Index ETF seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. equity index that measures the investment return of primarily large-capitalization U.S. stocks. Currently, this Vanguard ETF seeks to track the CRSP US Total Market Index (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies.",,,Vanguard Asset Management,TOR,ca_market
31688,VUS.TO,Vanguard U.S. Total Market Index ETF (CAD-hedged),CAD,"Vanguard U.S. Total Market Index ETF (CAD-hedged) seeks to track, to the extent reasonably possible and before fees and expenses, the performance of a broad U.S. equity index that measures the investment return of primarily large-capitalization U.S. stocks, which Index is hedged to the Canadian dollar. Currently, this Vanguard ETF seeks to track the CRSP US Total Market Index (CAD-hedged) (or any successor thereto). It invests directly or indirectly primarily in stocks of U.S. companies and uses derivative instruments to seek to hedge the U.S. dollar exposure of the securities included in the CRSP US Total Market Index to the Canadian dollar.",,,Vanguard Asset Management,TOR,ca_market
31720,VVL.TO,Vanguard Global Value Factor ETF CAD,CAD,The Vanguard Global Value Factor ETF seeks to provide long-term capital appreciation by aiming to capture potential excess return by investing in equity securities from developed markets across the world which have low prices relative to fundamentals.,,,Vanguard Asset Management,TOR,ca_market
31721,VVO.TO,Vanguard Global Minimum Volatility ETF CAD,CAD,"The Vanguard Global Minimum Volatility ETF seeks to provide long-term capital appreciation with reduced volatility compared to the global equity market, by investing in equity securities from developed and emerging markets across the world.",,,Vanguard Asset Management,TOR,ca_market
31755,VXC.TO,Vanguard FTSE Global All Cap ex Canada Index ETF,CAD,"Vanguard FTSE Global All Cap ex Canada Index ETF seeks to track, to the extent reasonably possible and before fees and expenses,Â  the performance of a broad global equity index that focuses on developed and emerging markets, excluding Canada. Currently, this Vanguard ETF seeks to track the FTSE Global All Cap ex Canada China A Inclusion Index (or any successor thereto).Â  It invests directly or indirectly primarily in large-, mid-, and small-capitalization stocks of companies located in developed and emerging markets, excluding Canada.",,,Vanguard Asset Management,TOR,ca_market
31757,VXM-B.TO,CI Morningstar International Value Index ETF Common Units (Unhedged),CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® Developed Markets ex-North America Target Value Indexâ¢, net of expenses. The ETF invests in equity securities of the largest and most liquid issuers from countries classified by Morningstar as developed markets, excluding the U.S. and Canada, based on proprietary research generated by Morningstar, and is designed to provide diversified exposure to issuers from developed markets, excluding the U.S. and Canada, which are considered to be âgood valueâ based on characteristics like low price to earnings and low price to cash flow ratios.",,,CI Investments,TOR,ca_market
31758,VXM.TO,CI Morningstar International Value Index ETF Common Units (CAD Hedged),CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® Developed Markets ex-North America Target Value Indexâ¢, net of expenses. The ETF invests in equity securities of the largest and most liquid issuers from countries classified by Morningstar as developed markets, excluding the U.S. and Canada, based on proprietary research generated by Morningstar, and is designed to provide diversified exposure to issuers from developed markets, excluding the U.S. and Canada, which are considered to be âgood valueâ based on characteristics like low price to earnings and low price to cash flow ratios.",,,CI Investments,TOR,ca_market
31973,WOMN.TO,BMO Women In Leadership Fund Series ETF,CAD,This fundâs objective is to increase the value of your investment over the long term by investing primarily in issuers that promote a gender diverse leadership environment.,,,BMO Capital Markets,TOR,ca_market
32014,WSRD.TO,Wealthsimple Developed Markets ex North America Socially Responsible Index ETF,CAD,"The fund seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Wealthsimple DM ex NA Socially Responsible Factor Index, or any successor thereto. It invests primarily in equity securities of companies in Europe, Australasia and the Far East with the goal of achieving diversified exposure to companies that do not violate commonly held social and environmental values.",,,Mackenzie Investments,TOR,ca_market
32019,WSRI.TO,Wealthsimple North America Socially Responsible Index ETF,CAD,"Seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Wealthsimple North America Socially Responsible Factor Index, or any successor thereto. It invests primarily in Canadian and US equity securities with the goal of achieving diversified exposure to companies that do not violate commonly held social and environmental values.",,,Mackenzie Investments,TOR,ca_market
32330,WXM.TO,CI Morningstar Canada Momentum Index ETF Common,CAD,"The ETF has been designed to replicate, to the extent possible, the performance of the MorningstarÂ® Canada Target Momentum Indexâ¢ (the âIndexâ), net of expenses. The ETF invests in equity securities of the largest and most liquid Canadian issuers based on proprietary research generated by Morningstar, and is designed to provide diversified exposure to Canadian issuers which have demonstrated, among other things, positive momentum in earnings and price.",,,CI Investments,TOR,ca_market
33123,XAW-U.TO,iShares Core MSCI All Country World ex Canada Index ETF USD Share Class,USD,"XAW seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI ACWI ex Canada IMI, net of expenses. Under normal market conditions, XAW will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",,,BlackRock Asset Management,TOR,ca_market
33124,XAW.TO,iShares Core MSCI All Country World ex Canada Index ETF,CAD,"XAW seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI ACWI ex Canada IMI, net of expenses. Under normal market conditions, XAW will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",,,BlackRock Asset Management,TOR,ca_market
33265,XBAL.TO,iShares Core Balanced ETF Portfolio,CAD,XBAL seeks to provide long-term capital growth and income by investing primarily in one or more iShares ETFs that provide exposure to equity and/or fixed income securities.,,,BlackRock Asset Management,TOR,ca_market
33279,XBB.TO,iShares Core Canadian Universe Bond Index ETF,CAD,"XBB seeks to provide income by replicating, to the extent possible, the performance of the FTSE Canada Universe Bond Index, net of expenses. Under normal market conditions, XBB will primarily invest in Canadian fixed income securities.",,,BlackRock Asset Management,TOR,ca_market
33293,XBM.TO,iShares S&amp;P/TSX Global Base Metals Index ETF,CAD,"XBM seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the S&P/TSX Global Base Metals Index, net of expenses. Under normal market conditions, XBM will primarily invest in equity securities issued by international issuers participating in the mining sector.",,,BlackRock Asset Management,TOR,ca_market
33442,XCB.TO,iShares Canadian Corporate Bond Index ETF,CAD,"XCB seeks to provide income by replicating, to the extent possible, the performance of the FTSE Canada All Corporate Bond Index, net of expenses. Under normal market conditions, XCB will primarily invest in Canadian fixed income securities.",,,BlackRock Asset Management,TOR,ca_market
33443,XCD.TO,iShares S&amp;P Global Consumer Discretionary Index ETF (CAD-Hedged),CAD,"XCD seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the S&P Global 1200 Consumer Discretionary (Sector) Capped CAD Hedged Index, net of expenses. Under normal market conditions, XCD will primarily invest in securities of one or more iShares ETFs and/or equity securities of international issuers participating in the consumer discretionary sector.",,,BlackRock Asset Management,TOR,ca_market
33445,XCG.TO,iShares Canadian Growth Index ETF,CAD,"XCG seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the Dow Jones Canada Select Growth Index, net of expenses. Under normal market conditions, XCG will primarily invest in Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33446,XCH.TO,iShares China Index ETF,CAD,"XCH seeks to provide long-term capital growth by replicating, to the extent possible, the performance of an Index which is a diversified representation of the Chinese equity market, net of expenses. XCH currently seeks to replicate the performance of the FTSE China 50 Index. Under normal market conditions, XCH will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by issuers located in China.",,,BlackRock Asset Management,TOR,ca_market
33456,XCLR.TO,iShares ESG MSCI Canada Leaders Index ETF,CAD,"Each iShares ESG Leaders Fund seeks to provide long-term capital growth by replicating, to the extent
possible, the performance, net of expenses, of an environmental, social and governance (âESGâ)-oriented Index
selected at the discretion of BlackRock Canada. Each ESG-oriented Index will generally be comprised of securities
of issuers that meet a minimum standard for overall ESG attributes and which are not materially involved in specified
business activities or severe controversies, in each case, as determined by the Index Provider (defined below). The
current Index for each iShares ESG Leaders Fund is identified in this prospectus under âInvestment Objectivesâ.",,,BlackRock Asset Management,TOR,ca_market
33457,XCNS.TO,iShares Core Conservative Balanced ETF Portfolio,CAD,XCNS seeks to provide income and long-term capital growth by investing primarily in one or more iShares ETFs that provide exposure to fixed income and/or equity securities.,,,BlackRock Asset Management,TOR,ca_market
33464,XCS.TO,iShares S&amp;P/TSX Small Cap Index ETF,CAD,"XCS seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the S&P/TSX SmallCap Index, net of expenses. Under normal market conditions, XCS will primarily invest in equity securities issued by Canadian smallcapitalization issuers.",,,BlackRock Asset Management,TOR,ca_market
33501,XCSR.TO,iShares ESG Advanced MSCI Canada Index ETF,CAD,"Each iShares Fund seeks to provide long-term capital growth by replicating, to the extent
possible, the performance, net of expenses, of an ESG-oriented Index selected at the
discretion of BlackRock Canada. Each ESG-oriented Index will generally be comprised of
securities of issuers that meet a minimum standard for overall ESG attributes and which are
not materially involved in specified business activities or severe controversies, in each case,
as determined by the Index Provider. The current Index for each iShares Fund is identified
in this prospectus under âInvestment Objectivesâ.",,,BlackRock Asset Management,TOR,ca_market
33506,XCV.TO,iShares Canadian Value Index ETF,CAD,"XCV seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the Dow Jones Canada Select Value Index, net of expenses. Under normal market conditions, XCV will primarily invest in Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33612,XDG-U.TO,iShares Core MSCI Global Quality Dividend Index ETF USD Share Class,USD,"XDG seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI World High Dividend Yield Index, net of expenses. Under normal market conditions, XDG will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",,,BlackRock Asset Management,TOR,ca_market
33613,XDG.TO,iShares Core MSCI Global Quality Dividend Index ETF,CAD,"XDG seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI World High Dividend Yield Index, net of expenses. Under normal market conditions, XDG will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",,,BlackRock Asset Management,TOR,ca_market
33621,XDGH.TO,iShares Core MSCI Global Quality Dividend Index ETF (CAD-Hedged),CAD,"The investment seeks to replicate, net of expenses, the performance of the MSCI World High Dividend Yield 100% Hedged to CAD Index. The MSCI World High Dividend Yield 100% Hedged to CAD Index targets companies from the Parent Index (excluding REITs) with high dividend income and quality characteristics and includes companies that have higher than average dividend yields that are expected to be both sustainable and persistent.",,,BlackRock Asset Management,TOR,ca_market
33636,XDIV.TO,iShares Core MSCI Canadian Quality Dividend Index ETF,CAD,"XDIV seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Canada High Dividend Yield 10% Security Capped Index, net of expenses. Under normal market conditions, XDIV will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
